,college_name,score_type,seat_type,branch,max,min,Max Rank,Min Rank
191,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Computer Engineering,89.8095193,89.8095193,30570,30570
192,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Computer Engineering,92.2067826,88.024958,23378,35924
193,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Computer Engineering,90.0256605,89.4839384,29922,31547
194,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,94.3362575,88.2419713,16990,35273
195,"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,OPEN,Computer Engineering,97.8529788,86.9162467,6440,39250
196,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Computer Engineering,95.0512832,87.0728364,14845,38780
197,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,OPEN,Computer Engineering,91.1115395,86.5103056,26664,40468
198,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Information Technology,89.5427623,89.5427623,31370,31370
199,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Information Technology,90.4382847,87.6520385,28684,37043
200,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,89.4839384,89.4839384,31547,31547
201,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,97.1042658,86.8703589,8686,39388
202,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Information Technology,89.407761,89.407761,31775,31775
203,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Information Technology,89.8715578,88.9608831,30384,33116
204,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Information Technology,90.1655867,88.2761636,29502,35170
205,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,90.5561883,88.3304859,28330,35007
206,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,MI,Computer Engineering,97.6387134,83.1461738,7082,50560
207,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,95.0850751,82.4069575,14743,52778
208,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,SC,Computer Engineering,91.4874509,87.3244115,25536,38025
209,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Information Technology,91.4536974,87.5783283,25637,37264
210,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Computer Engineering,91.1864731,87.0728364,26439,38780
211,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,91.8979281,87.2542051,24305,38236
212,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,MI-MH,Electronics and Telecommunication Engg,91.7615919,87.5783283,24714,37264
213,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Computer Engineering,93.6474925,86.8703589,19056,39388
214,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,92.1444652,86.8356112,23565,39492
215,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Computer Engineering,88.9608831,88.5350016,33116,34394
216,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,89.978791,87.6520385,30062,37043
217,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Information Technology,88.9608831,88.2419713,33116,35273
218,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Computer Engineering,88.4857211,88.4857211,34541,34541
219,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,93.4562615,85.6396122,19630,43080
220,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,93.5685145,86.5576404,19293,40326
221,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,92.361866,85.9566804,22913,42129
222,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,90.7746979,85.4043578,27674,43786
223,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,88.8543387,87.0240046,33436,38927
224,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Computer Engineering,88.0563059,88.0563059,35830,35830
225,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Computer Engineering,89.8095193,85.6396122,30570,43080
226,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,91.0466821,86.2682985,26859,41194
227,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Computer Engineering,89.407761,86.8132394,31775,39559
228,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Information Technology,88.0916175,87.8843875,35724,36345
229,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Information Technology,90.3656056,86.2044419,28902,41385
230,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OPEN,Information Technology,94.4333712,86.5576404,16698,40326
231,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Information Technology,87.9005604,87.9005604,36297,36297
232,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Information Technology,87.9005604,87.9005604,36297,36297
233,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,92.287017,84.2234647,23138,47328
234,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,89.629736,85.606492,31109,43179
235,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,ST,Computer Engineering,90.524615,84.9772018,28425,45067
236,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,87.985064,87.5783283,36043,37264
237,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Information Technology,89.4070809,86.3472937,31777,40957
238,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Information Technology,87.6520385,87.6520385,37043,37043
239,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Information Technology,87.6299679,87.6299679,37109,37109
240,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OBC,Computer Engineering,89.5401523,86.2044419,31378,41385
241,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,ST,Information Technology,87.6060476,87.6060476,37180,37180
242,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,OPEN,Information Technology,88.9568225,86.2044419,33128,41385
243,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Information Technology,88.3304859,87.2542051,35007,38236
244,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,87.5451435,87.5451435,37363,37363
245,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,ST,Information Technology,87.5451435,87.5451435,37363,37363
246,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Information Technology,87.4346052,87.4346052,37695,37695
247,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Computer Engineering,87.3244115,87.3244115,38025,38025
248,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OPEN,Computer Engineering,89.4839384,84.9772018,31547,45067
249,"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,OPEN,Computer Engineering,91.2502999,84.9772018,26248,45067
250,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,SC,Information Technology,87.1226124,86.9511499,38631,39145
251,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Computer Engineering,91.5409302,85.5965895,25376,43209
252,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,88.6475955,85.6827453,34056,42950
253,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Computer Engineering,86.9511499,86.9511499,39145,39145
254,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,OPEN,Computer Engineering,92.8198061,83.2493822,21539,50251
255,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,SC,Computer Engineering,87.5451435,85.9566804,37363,42129
256,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,SC,Computer Engineering,88.3304859,85.606492,35007,43179
257,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,86.8356112,86.8356112,39492,39492
258,"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",MHT-CET,OPEN,Computer Engineering,88.024958,85.8567675,35924,42428
259,"A. P. Shah Institute of Technology, Thane",MHT-CET,MI-MH,Computer Engineering,89.7209567,84.8685155,30836,45393
260,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OPEN,Information Technology,96.8434161,83.2284916,9468,50313
261,"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",MHT-CET,OPEN,Computer Engineering,90.5561883,84.8614274,28330,45414
262,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,88.5350016,85.9566804,34394,42129
263,"Usha Mittal Institute of Technology SNDT  Women's University, Mumbai",MHT-CET,OPEN,Information Technology,93.5685145,83.3246679,19293,50025
264,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Computer Engineering,86.9511499,85.6913808,39145,42925
265,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,ST,Computer Engineering,86.3472937,86.3472937,40957,40957
266,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Information Technology,87.985064,85.0880607,36043,44734
267,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Information Technology,89.2748671,84.6390824,32174,46081
268,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,91.9143087,83.4474115,24256,49656
269,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,89.0980466,84.1506751,32704,47547
270,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,OPEN,Information Technology,88.0563059,82.6733861,35830,51979
271,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Information Technology,89.0325033,84.2697705,32901,47189
272,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",MHT-CET,MI,Computer Engineering,93.3586337,81.4109415,19923,55766
273,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,ST,Information Technology,85.9566804,85.9566804,42129,42129
274,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,86.8356112,84.1506751,39492,47547
275,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OPEN,Computer Engineering,87.0728364,83.4474115,38780,49656
276,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,MI-MH,Electronics and Telecommunication Engg,88.4857211,83.6868736,34541,48938
277,"A. P. Shah Institute of Technology, Thane",MHT-CET,OPEN,Information Technology,90.8078665,83.6470757,27575,49057
278,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,90.5561883,83.6868736,28330,48938
279,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,MI,Computer Engineering,99.1583146,72.5765063,2524,82269
280,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Computer Engineering,87.0274997,84.2332613,38916,47299
281,"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,OPEN,Information Technology,86.8132394,84.3826019,39559,46851
282,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,OBC,Computer Engineering,86.9511499,84.8614274,39145,45414
283,"A. P. Shah Institute of Technology, Thane",MHT-CET,OPEN,Information Technology,90.269681,83.6470757,29190,49057
284,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,MI,Computer Engineering,97.1042658,76.5571858,8686,70327
285,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,88.795558,83.2284916,33612,50313
286,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,85.2978814,85.2978814,44105,44105
287,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Information Technology,85.8567675,84.8614274,42428,45414
288,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Information Technology,87.1226124,83.2284916,38631,50313
289,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,85.8374792,84.5764555,42486,46269
290,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Information Technology,87.0828062,83.4797216,38750,49560
291,"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,OBC,Computer Engineering,85.8567675,84.5764555,42428,46269
292,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Information Technology,92.0451859,81.8334533,23863,54498
293,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,85.6827453,84.8614274,42950,45414
294,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OPEN,Computer Engineering,89.5427623,82.4069575,31370,52778
295,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Information Technology,85.0880607,84.9772018,44734,45067
296,"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,SC,Computer Engineering,85.6396122,84.2697705,43080,47189
297,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OBC,Computer Engineering,86.402198,83.4797216,40792,49560
298,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Information Technology,89.2369593,81.4109415,32288,55766
299,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Computer Engineering,85.5965895,84.0809188,43209,47756
300,"Usha Mittal Institute of Technology SNDT  Women's University, Mumbai",MHT-CET,OBC,Computer Engineering,86.8132394,82.8743796,39559,51376
301,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OBC,Information Technology,85.7225489,84.1495823,42831,47550
302,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,87.6299679,83.4797216,37109,49560
303,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Information Technology,86.402198,83.1650789,40792,50503
304,"New Horizon Institute of Technology & Management, Thane",MHT-CET,OPEN,Computer Engineering,87.8843875,81.4109415,36345,55766
305,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Computer Engineering,86.3666603,80.9298585,40899,57209
306,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OBC,Computer Engineering,85.6396122,83.1461738,43080,50560
307,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,MI,Computer Engineering,94.4462825,77.0666918,16660,68799
308,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,86.5576404,80.9298585,40326,57209
309,"New Horizon Institute of Technology & Management, Thane",MHT-CET,OPEN,Computer Engineering,88.786703,81.4109415,33639,55766
310,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,84.1949276,84.1949276,47414,47414
311,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Computer Engineering,84.1949276,84.1949276,47414,47414
312,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,SC,Information Technology,84.1506751,84.1506751,47547,47547
313,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,ST,Computer Engineering,84.1506751,84.1506751,47547,47547
314,"New Horizon Institute of Technology & Management, Thane",MHT-CET,ST,Computer Engineering,84.1495823,84.1495823,47550,47550
315,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,SC,Computer Engineering,84.2697705,83.8902317,47189,48328
316,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,SC,Computer Engineering,87.3244115,80.8718313,38025,57383
317,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,ST,Information Technology,84.0382056,84.0382056,47884,47884
318,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,ST,Information Technology,84.0382056,84.0382056,47884,47884
319,"A. P. Shah Institute of Technology, Thane",MHT-CET,OPEN,Computer Engineering,88.9568225,78.6657067,33128,64002
